Company,TypeName,Inches,Ram,OpSys,Weight,Price,Cpu_brand_temp,Gpu_brand_temp,Touchscreen,IPS,X_res,Y_res,PPI,SSD,HDD,Flash,Hybrid,Cpu_brand,Cpu_tier,Cpu_speed,Gpu_brand,Dedicated_gpu
Toshiba,Notebook,15.6,8,Windows 10,2.0,67026.23999999999,Intel,Intel,0,1,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,2.5,intel,0
Acer,Notebook,15.6,4,Linux,2.1,21951.36,Intel,Intel,0,0,1366,768,100.45466986113651,128,0,0,0,Intel,i3,2.5,intel,0
Microsoft,Ultrabook,13.5,8,Windows 10 S,1.252,99519.048,Intel,Intel,1,0,2256,1504,200.84255993695703,256,0,0,0,Intel,i7,2.8,intel,0
Lenovo,Notebook,15.6,8,Windows 10,1.9,43580.376,Intel,AMD,0,0,1920,1080,141.21199808219862,128,1024,0,0,Intel,i5,2.5,amd,1
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.3,55091.52,Intel,Intel,1,1,1920,1080,165.6321180513006,256,0,0,0,Intel,i5,2.5,intel,0
Lenovo,Notebook,15.6,4,Windows 10,2.2,18594.72,AMD,AMD,0,0,1366,768,100.45466986113651,128,0,0,0,AMD,other,2.2,amd,1
HP,2 in 1 Convertible,14.0,4,Windows 10,1.63,37242.72,Intel,Nvidia,1,1,1920,1080,157.3505121487356,128,0,0,0,Intel,i3,2.4,nvidia,1
MSI,Gaming,15.6,16,Windows 10,2.4,68944.31999999999,Intel,Nvidia,0,0,1920,1080,141.21199808219862,256,1024,0,0,Intel,i7,2.8,nvidia,1
Asus,Ultrabook,14.0,8,Windows 10,1.1,60472.8,Intel,Intel,0,0,1920,1080,157.3505121487356,256,0,0,0,Intel,i5,2.5,intel,0
HP,2 in 1 Convertible,11.6,8,Chrome OS,1.4,26373.6,Intel,Intel,1,0,1366,768,135.0942111925629,0,0,64,0,Intel,celeron,1.1,intel,0
LG,Ultrabook,15.6,8,Windows 10,1.09,122490.72,Intel,Intel,0,1,1920,1080,141.21199808219862,512,0,0,0,Intel,i7,1.8,intel,0
Acer,Gaming,15.6,16,Windows 10,2.5,69210.72,Intel,Nvidia,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,2.5,nvidia,1
MSI,Gaming,15.6,8,Windows 10,2.2,53168.112,Intel,Nvidia,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,2.5,nvidia,1
Asus,Notebook,15.6,4,Windows 10,1.86,22324.32,Intel,Intel,0,0,1366,768,100.45466986113651,128,0,0,0,Intel,celeron,1.1,intel,0
Dell,Gaming,15.6,16,Windows 10,3.21,109277.28,Intel,Nvidia,0,0,1920,1080,141.21199808219862,128,1024,0,0,Intel,i5,2.5,nvidia,1
HP,Notebook,17.3,4,Windows 10,2.5,37242.72,Intel,AMD,0,1,1920,1080,127.33567457123111,256,0,0,0,Intel,i3,2.5,amd,1
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.19,79866.72,Intel,Intel,1,1,1920,1080,165.6321180513006,512,0,0,0,Intel,i7,1.8,intel,0
Dell,Gaming,15.6,16,Windows 10,3.49,149916.6,Intel,Nvidia,0,0,1920,1080,141.21199808219862,256,1024,0,0,Intel,i7,2.9,nvidia,1
HP,Notebook,15.6,4,Windows 10,1.86,32639.8608,Intel,AMD,0,0,1366,768,100.45466986113651,0,500,0,0,Intel,i5,2.5,amd,1
Dell,Notebook,15.6,4,Windows 10,2.2,29073.297599999994,Intel,AMD,0,0,1366,768,100.45466986113651,0,1024,0,0,Intel,i3,2.5,amd,1
HP,Notebook,17.3,6,Windows 10,2.65,30316.32,AMD,AMD,0,1,1920,1080,127.33567457123111,0,2048,0,0,AMD,other,2.4,amd,1
Lenovo,Notebook,15.6,4,Windows 10,2.1,16943.04,Intel,Intel,0,0,1366,768,100.45466986113651,0,500,0,0,Intel,celeron,1.6,intel,0
Acer,Notebook,14.0,4,Chrome OS,1.45,19980.0,Intel,Intel,0,0,1366,768,111.93520355955211,0,0,32,0,Intel,celeron,1.6,intel,0
Lenovo,Notebook,14.0,4,Windows 10,1.7,37242.72,Intel,Intel,0,0,1920,1080,157.3505121487356,256,0,0,0,Intel,i5,2.5,intel,0
HP,Workstation,17.3,8,Windows 10,3.14,101657.7072,Intel,Nvidia,0,0,1920,1080,127.33567457123111,0,500,0,0,Intel,i7,2.8,nvidia,1
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.42,137995.19999999998,Intel,Intel,1,0,2560,1440,209.8006828649808,256,0,0,0,Intel,i7,2.7,intel,0
Toshiba,Notebook,13.3,8,Windows 10,1.5,51841.44,Intel,Intel,0,1,1920,1080,165.6321180513006,256,0,0,0,Intel,i5,2.5,intel,0
Acer,Netbook,11.6,4,Windows 10,1.4,14332.32,Intel,Intel,0,0,1366,768,135.0942111925629,0,0,32,0,Intel,celeron,1.6,intel,0
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.38,93186.72,Intel,Intel,1,0,1920,1080,157.3505121487356,512,0,0,0,Intel,i7,2.7,intel,0
Asus,2 in 1 Convertible,12.5,4,Chrome OS,1.2,35644.32,Intel,Intel,1,0,1920,1080,176.23257360658386,0,0,64,0,Intel,other,0.9,intel,0
Toshiba,Ultrabook,13.3,16,Windows 10,1.36,100006.56,Intel,Intel,1,0,1920,1080,165.6321180513006,512,0,0,0,Intel,i7,2.5,intel,0
HP,Notebook,15.6,4,Windows 10,2.1,36709.92,Intel,AMD,0,1,1920,1080,141.21199808219862,0,500,0,0,Intel,i7,2.7,amd,1
Dell,Gaming,15.6,8,Windows 10,2.56,43636.32,Intel,Nvidia,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i5,2.5,nvidia,1
Lenovo,Notebook,15.6,4,Windows 10,2.2,21258.72,AMD,AMD,0,0,1920,1080,141.21199808219862,256,0,0,0,AMD,other,2.9,amd,1
Lenovo,Notebook,15.6,8,Windows 10,2.2,22857.12,AMD,AMD,0,0,1366,768,100.45466986113651,0,1024,0,0,AMD,other,3.6,amd,1
Lenovo,Notebook,15.6,4,Windows 10,2.1,33110.856,Intel,Intel,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i5,2.5,intel,0
Lenovo,Notebook,15.6,4,No OS,1.9,23976.0,Intel,Intel,0,0,1366,768,100.45466986113651,0,500,0,0,Intel,i3,2.5,intel,0
Dell,Notebook,15.6,8,Windows 10,2.18,42357.6,Intel,Intel,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,2.5,intel,0
Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,53226.72,Intel,Intel,1,1,1920,1080,165.6321180513006,256,0,0,0,Intel,i5,1.6,intel,0
Lenovo,Workstation,15.6,16,Windows 7,2.18,98834.4,Intel,Nvidia,0,0,1920,1080,141.21199808219862,512,0,0,0,Intel,i7,2.5,nvidia,1
Lenovo,Notebook,14.0,8,Windows 10,1.8,63456.48,Intel,Intel,0,0,1920,1080,157.3505121487356,256,0,0,0,Intel,i5,2.3,intel,0
HP,Notebook,17.3,6,Windows 10,2.71,34898.932799999995,AMD,AMD,0,1,1920,1080,127.33567457123111,0,2048,0,0,AMD,other,2.5,amd,1
Lenovo,Gaming,15.6,8,Windows 10,2.5,66546.72,Intel,Nvidia,0,1,1920,1080,141.21199808219862,128,1024,0,0,Intel,i7,2.8,nvidia,1
Dell,Notebook,14.0,8,Linux,1.64,58021.92,Intel,Nvidia,0,0,1920,1080,157.3505121487356,256,0,0,0,Intel,i5,2.8,nvidia,1
Dell,Notebook,15.6,8,Linux,1.98,38681.28,Intel,Intel,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i5,2.5,intel,0
Asus,Notebook,14.0,4,Windows 10,1.5,15877.44,Intel,Intel,0,0,1920,1080,157.3505121487356,0,0,32,0,Intel,celeron,1.1,intel,0
Dell,Notebook,15.6,16,Windows 10,1.93,76012.44480000001,Intel,Intel,0,0,1920,1080,141.21199808219862,512,0,0,0,Intel,i5,2.6,intel,0
Lenovo,Notebook,14.0,8,Windows 10,1.87,45664.6896,Intel,Nvidia,0,1,1920,1080,157.3505121487356,256,0,0,0,Intel,i5,2.5,nvidia,1
Dell,Notebook,15.6,8,Windows 10,1.9,62817.12,Intel,Intel,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,2.6,intel,0
Lenovo,Notebook,15.6,4,Windows 10,2.19,15877.44,AMD,AMD,0,0,1366,768,100.45466986113651,0,500,0,0,AMD,other,2.5,amd,1
Mediacom,Notebook,14.0,4,Windows 10,1.4,14119.2,Intel,Intel,0,1,1920,1200,161.72539083525606,0,32,0,0,Intel,atom,1.92,intel,0
HP,Notebook,17.3,8,Windows 10,2.63,63936.0,Intel,Nvidia,0,0,1920,1080,127.33567457123111,256,0,0,0,Intel,i7,2.7,nvidia,1
Lenovo,Ultrabook,14.0,8,Windows 10,1.17,89864.1792,Intel,Intel,0,1,2560,1440,209.8006828649808,512,0,0,0,Intel,i7,2.5,intel,0
HP,2 in 1 Convertible,13.3,8,Windows 10,1.58,44574.048,Intel,Intel,1,1,1366,768,117.82653006268643,256,0,0,0,Intel,i5,2.5,intel,0
Lenovo,Ultrabook,14.0,8,Windows 10,1.32,79866.72,Intel,Intel,0,1,1920,1080,157.3505121487356,256,0,0,0,Intel,i5,2.5,intel,0
Dell,Gaming,17.3,32,Windows 10,4.36,194972.832,Intel,Nvidia,0,0,3840,2160,254.67134914246222,1024,1024,0,0,Intel,i7,2.8,nvidia,1
MSI,Gaming,17.3,8,Windows 10,2.7,71847.0144,Intel,Nvidia,0,0,1920,1080,127.33567457123111,128,1024,0,0,Intel,i7,2.8,nvidia,1
Lenovo,Notebook,15.6,4,No OS,1.9,26101.872,Intel,Intel,0,0,1366,768,100.45466986113651,0,1024,0,0,Intel,i5,2.5,intel,0
Dell,Notebook,15.6,8,Windows 10,2.2,38308.32,Intel,AMD,0,0,1920,1080,141.21199808219862,128,1024,0,0,Intel,i5,1.6,amd,1
Dell,2 in 1 Convertible,13.3,4,Windows 10,1.71,34578.72,Intel,Intel,1,0,1920,1080,165.6321180513006,0,1024,0,0,Intel,i3,2.4,intel,0
Dell,Notebook,15.6,8,Linux,2.32,31409.6256,Intel,AMD,0,0,1366,768,100.45466986113651,0,1024,0,0,Intel,i5,2.5,amd,1
HP,Notebook,15.6,4,Windows 10,2.1,26053.92,AMD,AMD,0,0,1920,1080,141.21199808219862,0,1024,0,0,AMD,other,2.5,amd,1
Acer,Gaming,17.3,16,Windows 10,4.2,103096.8,Intel,Nvidia,0,1,1920,1080,127.33567457123111,128,1024,0,0,Intel,i7,2.6,nvidia,1
Dell,Notebook,15.6,12,Windows 10,2.25,34578.72,Intel,Intel,0,0,1366,768,100.45466986113651,0,1024,0,0,Intel,i5,2.5,intel,0
HP,Notebook,15.6,6,Windows 10,2.1,34632.0,AMD,AMD,0,0,1920,1080,141.21199808219862,128,1024,0,0,AMD,other,2.5,amd,1
Acer,Notebook,15.6,4,Windows 10,2.4,29783.52,Intel,Intel,0,0,1366,768,100.45466986113651,0,500,0,0,Intel,i5,2.5,intel,0
Lenovo,Notebook,13.3,8,Windows 10,1.44,51148.8,Intel,Intel,0,1,1920,1080,165.6321180513006,256,0,0,0,Intel,i5,2.5,intel,0
Lenovo,Notebook,15.6,4,Windows 10,1.85,41505.12,Intel,Intel,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i7,2.7,intel,0
HP,Workstation,15.6,16,Windows 10,2.6,128884.32,Intel,Nvidia,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,2.8,nvidia,1
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.55,35111.52,Intel,Intel,1,0,1920,1080,165.6321180513006,0,1024,0,0,Intel,i5,1.6,intel,0
MSI,Gaming,15.6,16,Windows 10,1.8,111593.8944,Intel,Nvidia,0,0,1920,1080,141.21199808219862,256,1024,0,0,Intel,i7,2.8,nvidia,1
Acer,Notebook,15.6,4,Windows 10,2.4,21887.424,Intel,Intel,0,0,1366,768,100.45466986113651,0,500,0,0,Intel,i3,2.5,intel,0
Dell,Notebook,15.6,8,Windows 10,2.0,64308.96,Intel,Nvidia,0,0,1920,1080,141.21199808219862,128,1024,0,0,Intel,i7,2.7,nvidia,1
Dell,Notebook,15.6,8,Windows 10,2.0,35431.2,Intel,Intel,0,0,1366,768,100.45466986113651,256,0,0,0,Intel,i3,2.5,intel,0
Toshiba,Notebook,14.0,8,Windows 10,1.25,81784.8,Intel,Intel,1,1,1920,1080,157.3505121487356,256,0,0,0,Intel,i5,2.5,intel,0
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.7,53226.72,Intel,Intel,1,0,1920,1080,157.3505121487356,256,0,0,0,Intel,i5,2.5,intel,0
Lenovo,Workstation,15.6,16,Windows 10,2.5,175770.72,Intel,Nvidia,0,1,3840,2160,282.42399616439724,1024,0,0,0,Intel,i7,2.8,nvidia,1
Acer,Notebook,14.0,2,Chrome OS,1.68,17582.399999999998,Intel,Intel,0,0,1366,768,111.93520355955211,0,0,32,0,Intel,celeron,1.6,intel,0
Samsung,Ultrabook,13.3,16,Windows 10,0.81,87858.72,Intel,Intel,0,0,1920,1080,165.6321180513006,256,0,0,0,Intel,i7,2.7,intel,0
HP,Notebook,15.6,8,Windows 10,1.86,28717.92,Intel,Intel,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i3,2.5,intel,0
Dell,Notebook,14.0,8,Windows 10,1.6,60031.1088,Intel,Intel,0,0,1366,768,111.93520355955211,256,0,0,0,Intel,i5,2.5,intel,0
HP,Workstation,17.3,16,Windows 7,3.0,233845.92,Intel,Nvidia,0,1,1920,1080,127.33567457123111,256,0,0,0,Intel,other,2.9,nvidia,1
Lenovo,Netbook,11.6,4,Windows 10,1.4,25308.0,Intel,Intel,1,0,1366,768,135.0942111925629,128,0,0,0,Intel,celeron,1.6,intel,0
HP,Notebook,15.6,8,Windows 10,1.84,101232.0,Intel,Intel,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,2.4,intel,0
Asus,Notebook,15.6,4,No OS,2.45,30849.12,Intel,Nvidia,0,0,1366,768,100.45466986113651,0,1024,0,0,Intel,i5,2.3,nvidia,1
Lenovo,Ultrabook,14.0,4,Windows 10,1.7,58394.88,Intel,Intel,0,0,1920,1080,157.3505121487356,180,0,0,0,Intel,i5,2.3,intel,0
Asus,Notebook,15.6,4,Windows 10,2.37,45282.672,Intel,Intel,0,0,1366,768,100.45466986113651,256,0,0,0,Intel,i7,2.7,intel,0
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.3,63882.72,Intel,Intel,1,1,3200,1800,276.053530085501,256,0,0,0,Intel,i5,1.8,intel,0
HP,Notebook,15.6,8,Windows 10,2.2,58554.72,Intel,Nvidia,0,1,1920,1080,141.21199808219862,128,1024,0,0,Intel,i5,2.5,nvidia,1
HP,Workstation,15.6,8,Windows 7,2.59,83170.08,Intel,Nvidia,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,2.6,nvidia,1
Dell,Gaming,15.6,16,Windows 10,4.42,152859.7872,Intel,Nvidia,0,1,3840,2160,282.42399616439724,256,1024,0,0,Intel,i7,2.8,nvidia,1
Acer,Notebook,15.6,4,Windows 10,2.1,31914.72,Intel,Intel,0,0,1366,768,100.45466986113651,256,0,0,0,Intel,i5,2.5,intel,0
Lenovo,Gaming,15.6,8,Windows 10,2.5,55837.44,Intel,Nvidia,0,1,1920,1080,141.21199808219862,128,1024,0,0,Intel,i7,2.8,nvidia,1
Dell,Ultrabook,12.5,16,Windows 10,1.18,99047.52,Intel,Intel,0,0,1920,1080,176.23257360658386,256,0,0,0,Intel,i7,2.8,intel,0
Google,Ultrabook,12.3,8,Chrome OS,1.1,83063.52,Intel,Intel,1,0,2400,1600,234.50740003017813,256,0,0,0,Intel,i5,1.2,intel,0
Asus,Ultrabook,13.3,8,Windows 10,1.2,60153.12,Intel,Intel,0,1,3200,1800,276.053530085501,256,0,0,0,Intel,i5,2.5,intel,0
Dell,Notebook,13.3,4,Windows 10,1.65,45234.72,Intel,Intel,0,0,1366,768,117.82653006268643,0,500,0,0,Intel,i3,2.5,intel,0
Acer,Notebook,13.3,4,Windows 10,1.6,34898.4,Intel,Intel,0,0,1366,768,117.82653006268643,128,0,0,0,Intel,i5,2.3,intel,0
Asus,Notebook,17.3,4,Windows 10,2.8,25059.715199999995,Intel,Nvidia,0,0,1366,768,90.58340172449303,0,1024,0,0,Intel,other,1.1,nvidia,1
Dell,Gaming,15.6,16,Windows 10,2.72,58554.72,Intel,Nvidia,1,1,3840,2160,282.42399616439724,128,1024,0,0,Intel,i7,2.6,nvidia,1
Samsung,Ultrabook,13.3,8,Windows 10,1.31,85194.72,Intel,Intel,1,0,1920,1080,165.6321180513006,256,0,0,0,Intel,i7,2.7,intel,0
Acer,Notebook,15.6,4,Linux,2.1,15877.44,Intel,Intel,0,0,1366,768,100.45466986113651,0,1024,0,0,Intel,other,1.1,intel,0
Dell,Notebook,15.6,16,Windows 10,2.3,62938.0656,Intel,AMD,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,2.7,amd,1
Samsung,2 in 1 Convertible,15.0,16,Windows 10,1.71,95850.72,Intel,AMD,1,0,1920,1080,146.86047800548656,256,0,0,0,Intel,i7,2.7,amd,1
Toshiba,Notebook,14.0,4,Windows 10,1.75,54345.6,Intel,Intel,0,1,1366,768,111.93520355955211,128,0,0,0,Intel,i5,2.3,intel,0
Dell,Gaming,15.6,8,Windows 10,2.62,58554.72,Intel,Nvidia,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i7,2.8,nvidia,1
HP,Ultrabook,12.5,4,Windows 10,1.26,66280.31999999999,Intel,Intel,0,0,1366,768,125.36742798669837,256,0,0,0,Intel,i5,2.3,intel,0
Asus,2 in 1 Convertible,15.6,12,Windows 10,2.3,44701.92,Intel,Nvidia,1,0,1920,1080,141.21199808219862,0,2048,0,0,Intel,i7,2.7,nvidia,1
Lenovo,Notebook,15.6,16,Windows 7,2.5,126273.6,Intel,Nvidia,0,0,3840,2160,282.42399616439724,512,0,0,0,Intel,i7,2.7,nvidia,1
Acer,Notebook,14.0,4,Windows 10,1.8,33886.08,Intel,Intel,0,1,1920,1080,157.3505121487356,128,0,0,0,Intel,i3,2.4,intel,0
Razer,Gaming,14.0,16,Windows 10,1.95,154458.72,Intel,Nvidia,0,0,1920,1080,157.3505121487356,512,0,0,0,Intel,i7,2.8,nvidia,1
Asus,Notebook,15.6,8,Windows 10,2.0,31003.632,Intel,Intel,0,0,1920,1080,141.21199808219862,128,0,0,0,Intel,other,1.1,intel,0
Dell,Gaming,17.3,32,Windows 10,4.42,191211.264,Intel,Nvidia,0,1,1920,1080,127.33567457123111,1024,1024,0,0,Intel,i7,2.8,nvidia,1
Asus,Gaming,17.3,16,Windows 10,4.3,125208.0,Intel,Nvidia,0,1,1920,1080,127.33567457123111,256,1024,0,0,Intel,i7,2.6,nvidia,1
Toshiba,Ultrabook,14.0,16,Windows 10,1.47,93985.92,Intel,Nvidia,0,1,1920,1080,157.3505121487356,512,0,0,0,Intel,i7,2.6,nvidia,1
Lenovo,Notebook,15.6,8,No OS,2.2,17529.12,Intel,Intel,0,0,1366,768,100.45466986113651,0,1024,0,0,Intel,celeron,1.6,intel,0
Lenovo,Ultrabook,14.0,16,Windows 10,1.7,122490.72,Intel,Intel,0,0,1920,1080,157.3505121487356,512,0,0,0,Intel,i7,2.7,intel,0
MSI,Gaming,14.0,16,Windows 10,1.6,100752.48,Intel,Nvidia,0,1,1920,1080,157.3505121487356,256,1024,0,0,Intel,i7,2.8,nvidia,1
MSI,Gaming,15.6,8,Windows 10,2.2,58021.92,Intel,Nvidia,0,0,1920,1080,141.21199808219862,128,1024,0,0,Intel,i5,2.5,nvidia,1
Lenovo,Gaming,15.6,4,Windows 10,2.4,53226.72,Intel,Nvidia,0,1,1920,1080,141.21199808219862,0,1024,0,0,Intel,i7,2.8,nvidia,1
Acer,Gaming,17.3,16,Windows 10,4.2,122490.72,Intel,Nvidia,0,1,1920,1080,127.33567457123111,256,1024,0,0,Intel,i7,2.8,nvidia,1
Dell,Gaming,15.6,8,Windows 10,2.62,52480.8,Intel,Nvidia,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,2.5,nvidia,1
Asus,Gaming,15.6,8,Windows 10,2.24,71341.92,Intel,Nvidia,0,0,1920,1080,141.21199808219862,128,1024,0,0,Intel,i7,2.8,nvidia,1
Vero,Notebook,14.0,4,Windows 10,1.22,10810.512,Intel,Intel,0,0,1920,1080,157.3505121487356,0,0,32,0,Intel,celeron,1.1,intel,0
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,104961.6,Intel,Intel,1,1,1920,1080,165.6321180513006,512,0,0,0,Intel,i7,2.7,intel,0
Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.08,51095.52,Intel,AMD,1,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,2.5,amd,1
Apple,Ultrabook,12.0,8,Mac OS X,0.92,62071.2,Intel,Intel,0,1,2304,1440,226.41554716935852,0,0,512,0,Intel,other,1.2,intel,0
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.42,124142.4,Intel,Intel,1,1,2560,1440,209.8006828649808,256,0,0,0,Intel,i5,2.5,intel,0
Asus,Notebook,14.0,4,Windows 10,1.63,15930.72,Intel,Intel,0,0,1366,768,111.93520355955211,0,0,32,0,Intel,celeron,1.1,intel,0
Dell,Notebook,15.6,8,Windows 10,1.95,43156.8,Intel,Intel,0,0,1366,768,100.45466986113651,128,0,0,0,Intel,i5,2.5,intel,0
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.38,71874.72,Intel,Intel,1,1,1920,1080,158.48253022174808,256,0,0,0,Intel,i7,2.7,intel,0
Dell,Notebook,15.6,8,Windows 10,2.0,39373.92,Intel,AMD,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i3,2.5,amd,1
HP,Workstation,15.6,8,Windows 10,3.14,110017.872,Intel,Nvidia,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i7,2.8,nvidia,1
Asus,Notebook,15.6,8,Windows 10,2.37,58554.72,Intel,Intel,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,2.5,intel,0
Dell,Ultrabook,13.3,8,Windows 10,1.29,79866.72,Intel,Intel,0,0,1920,1080,165.6321180513006,256,0,0,0,Intel,i5,2.5,intel,0
Dell,Notebook,15.6,8,Windows 10,2.06,93186.72,Intel,Nvidia,1,0,3840,2160,282.42399616439724,256,0,0,0,Intel,i5,2.5,nvidia,1
Dell,Netbook,11.6,4,Windows 10,1.63,39640.32,Intel,Intel,0,0,1366,768,135.0942111925629,128,0,0,0,Intel,other,1.1,intel,0
HP,Netbook,12.5,8,Windows 10,1.26,74005.92,Intel,Intel,0,0,1366,768,125.36742798669837,256,0,0,0,Intel,i5,2.6,intel,0
Toshiba,Notebook,15.6,4,Windows 10,2.1,41558.4,Intel,Intel,0,0,1366,768,100.45466986113651,0,500,0,0,Intel,i5,2.3,intel,0
HP,Notebook,15.6,8,Windows 10,2.04,33513.119999999995,AMD,AMD,0,0,1366,768,100.45466986113651,0,2048,0,0,AMD,other,2.5,amd,1
Dell,Gaming,15.6,16,Windows 10,2.62,89457.12,Intel,Nvidia,0,0,3840,2160,282.42399616439724,512,0,0,0,Intel,i7,2.8,nvidia,1
Lenovo,Notebook,15.6,4,Windows 10,2.4,32447.52,Intel,Nvidia,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i5,2.5,nvidia,1
HP,Gaming,17.3,12,Windows 10,3.74,93186.72,Intel,AMD,0,1,1920,1080,127.33567457123111,0,1024,0,0,Intel,i7,2.8,amd,1
MSI,Gaming,17.3,16,Windows 10,2.9,128671.2,Intel,Nvidia,0,0,1920,1080,127.33567457123111,512,1024,0,0,Intel,i7,2.8,nvidia,1
Samsung,Ultrabook,13.3,8,Windows 10,0.81,79866.72,Intel,Intel,0,0,1920,1080,165.6321180513006,256,0,0,0,Intel,i5,2.5,intel,0
Dell,Notebook,15.6,8,Windows 10,1.98,51202.08,Intel,Nvidia,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i7,2.7,nvidia,1
Dell,Notebook,15.6,8,Windows 10,2.18,42081.0768,Intel,AMD,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,2.5,amd,1
Lenovo,Ultrabook,14.0,8,Windows 10,1.32,99047.52,Intel,Intel,0,0,1920,1080,157.3505121487356,256,0,0,0,Intel,i7,2.7,intel,0
Razer,Ultrabook,12.5,16,Windows 10,1.29,95850.72,Intel,Intel,1,1,3840,2160,352.4651472131677,512,0,0,0,Intel,i7,2.5,intel,0
HP,Netbook,11.6,4,Chrome OS,1.23,20512.8,Intel,Intel,0,0,1366,768,135.0942111925629,0,0,16,0,Intel,celeron,1.6,intel,0
Dell,Gaming,17.3,16,Windows 10,4.36,133467.4656,Intel,Nvidia,0,1,1920,1080,127.33567457123111,128,1024,0,0,Intel,i7,2.8,nvidia,1
Dell,Notebook,14.0,4,Windows 10,1.76,40226.4,Intel,Intel,0,0,1366,768,111.93520355955211,0,500,0,0,Intel,i5,2.3,intel,0
Lenovo,Notebook,15.6,4,Windows 10,2.1,26101.872,Intel,Intel,0,0,1366,768,100.45466986113651,0,500,0,0,Intel,i3,2.5,intel,0
Toshiba,Ultrabook,14.0,4,Windows 10,1.25,58075.2,Intel,Intel,0,0,1366,768,111.93520355955211,128,0,0,0,Intel,i5,2.5,intel,0
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,133146.72,Intel,Intel,0,1,1920,1080,157.3505121487356,512,0,0,0,Intel,i7,2.7,intel,0
MSI,Gaming,15.6,8,Windows 10,2.4,63882.72,Intel,Nvidia,0,0,1920,1080,141.21199808219862,256,0,0,0,Intel,i5,2.5,nvidia,1
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,99900.0,Intel,Intel,0,1,1920,1080,157.3505121487356,0,0,256,0,Intel,i5,2.5,intel,0
Toshiba,Notebook,14.0,4,Windows 10,1.75,26586.72,Intel,Intel,0,0,1366,768,111.93520355955211,128,0,0,0,Intel,other,2.1,intel,0
Asus,2 in 1 Convertible,13.3,8,Windows 10,1.1,72354.23999999999,Intel,Intel,1,0,1920,1080,165.6321180513006,256,0,0,0,Intel,i5,2.5,intel,0
Dell,Notebook,14.0,4,Windows 10,1.76,31168.8,Intel,Intel,0,0,1366,768,111.93520355955211,0,500,0,0,Intel,i3,2.5,intel,0
Acer,Netbook,11.6,4,Chrome OS,1.35,18914.4,Intel,Intel,0,1,1366,768,135.0942111925629,0,0,32,0,Intel,celeron,1.6,intel,0
Acer,Notebook,14.0,8,Windows 10,1.5,32980.32,Intel,Intel,0,1,1920,1080,157.3505121487356,128,0,0,0,Intel,i3,2.4,intel,0
Razer,Gaming,17.3,32,Windows 10,3.49,292986.72,Intel,Nvidia,1,0,3840,2160,254.67134914246222,512,0,0,0,Intel,i7,2.9,nvidia,1
Lenovo,Ultrabook,14.0,16,Windows 10,1.1,111834.72,Intel,Intel,0,1,2560,1440,209.8006828649808,512,0,0,0,Intel,i7,2.6,intel,0
Asus,Notebook,15.6,4,Linux,2.1,27652.32,Intel,Nvidia,0,0,1920,1080,141.21199808219862,0,1024,0,0,Intel,i5,2.5,nvidia,1
Lenovo,Notebook,14.0,8,Windows 10,1.7,63190.08,Intel,Intel,0,0,1920,1080,157.3505121487356,256,0,0,0,Intel,i5,2.3,intel,0
Lenovo,Notebook,14.0,8,Windows 10,1.32,87912.0,Intel,Intel,0,1,1920,1080,157.3505121487356,256,0,0,0,Intel,i5,2.6,intel,0
